접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품_x,수리비용,수리비용청구여부,제조년,접수년,수리부품_y,부품공급업체,Q.C담당
SL22687,2022-05-19,2021-07-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, C코닝 , 이수현 
SL22688,2022-05-28,2022-03-11,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2022,SMPS Pcb Board, B텍 , 김민지 
SL22689,2023-02-24,2021-12-16,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2023,MAIN Pcb Board, B텍 , 김민지 
SL22690,2022-03-25,2021-09-09,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, B텍 , 이수현 
SL22691,2022-09-13,2021-07-28,기능,버튼,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, B텍 , 김민지 
SL22692,2022-07-22,2022-06-23,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 이수현 
SL22693,2021-08-31,2020-11-30,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2020,2021,Battery, C파워 , 김민지 
SL22694,2023-02-08,2022-09-23,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22695,2021-05-15,2020-12-09,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, A테크 , 김민지 
SL22696,2023-04-28,2022-05-24,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, C코닝 , 김민지 
SL22697,2023-01-19,2022-05-20,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, B텍 , 김민지 
SL22698,2022-01-03,2021-03-20,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, B사출 , 김민지 
SL22699,2021-07-29,2021-07-27,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL22700,2021-08-26,2021-07-01,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, B패널 , 이수현 
SL22701,2021-06-02,2021-04-14,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, B사출 , 김민지 
SL22702,2022-11-06,2022-06-08,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, B텍 , 이수현 
SL22703,2021-08-29,2020-10-01,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2020,2021,Fuse, A상사 , 이수현 
SL22704,2022-02-26,2022-01-08,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, A액정 , 김민지 
SL22705,2023-05-07,2022-12-20,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2022,2023,컨넥터 Ass'y, A케이블 , 이수현 
SL22706,2021-09-18,2020-12-04,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, C테크놀러지 , 이수현 
SL22707,2022-02-28,2021-01-06,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 김민지 
SL22708,2022-10-10,2022-09-29,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 이수현 
SL22709,2022-02-12,2021-02-22,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2022,Fuse, A상사 , 김민지 
SL22710,2022-10-14,2022-01-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, C커버 , 김민지 
SL22711,2021-05-11,2021-05-04,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, B사출 , 김민지 
SL22712,2021-12-06,2021-01-12,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2021,컨넥터 Ass'y, A케이블 , 김민지 
SL22713,2023-03-21,2023-03-15,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, B사출 , 김민지 
SL22714,2021-05-21,2020-08-13,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22715,2022-04-10,2022-02-18,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, B패널 , 김민지 
SL22716,2021-07-08,2021-06-11,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL22717,2022-12-22,2022-08-02,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, B텍 , 김민지 
SL22718,2021-05-19,2020-07-07,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22719,2022-03-23,2021-10-29,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, C코닝 , 이수현 
SL22720,2021-12-22,2021-05-31,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2021,2021,Fuse, A상사 , 이수현 
SL22721,2022-06-15,2021-07-26,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22722,2021-11-13,2021-01-21,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL22723,2022-01-22,2022-01-19,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL22724,2022-12-08,2021-09-21,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022,스위치 PCB Board Ass'y, B텍 , 이수현 
SL22725,2021-11-05,2021-10-10,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 이수현 
SL22726,2022-01-02,2021-12-30,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2022,케이스, A케이스 , 이수현 
SL22727,2023-05-19,2023-02-03,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2023,2023,MAIN Pcb Board, A테크 , 김민지 
SL22728,2023-05-31,2022-11-25,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2023,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL22729,2021-10-24,2021-07-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, B사출 , 김민지 
SL22730,2022-10-30,2021-12-27,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, C코닝 , 김민지 
SL22731,2022-03-11,2022-02-06,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, A액정 , 이수현 
SL22732,2023-02-15,2022-02-20,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22733,2022-07-10,2022-06-26,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL22734,2023-04-22,2022-07-30,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2023,액정 Ass'y, A액정 , 이수현 
SL22735,2021-06-02,2021-05-04,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, A액정 , 김민지 
SL22736,2022-04-03,2021-10-01,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, B텍 , 김민지 
SL22737,2022-03-09,2022-03-01,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 이수현 
SL22738,2021-05-14,2020-04-25,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, B사출 , 이수현 
SL22739,2022-08-29,2021-10-15,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL22740,2022-03-20,2021-10-24,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, C코닝 , 이수현 
SL22741,2022-03-05,2022-02-13,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22742,2022-03-12,2021-04-07,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22743,2023-02-11,2021-12-24,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2021,2023,액정 Ass'y, A액정 , 김민지 
SL22744,2022-09-15,2022-09-03,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 이수현 
SL22745,2021-09-12,2020-09-14,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, A케이스 , 김민지 
SL22746,2022-04-12,2022-03-25,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 이수현 
SL22747,2022-07-02,2021-09-29,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, A액정 , 김민지 
SL22748,2021-06-16,2021-06-05,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, C커버 , 이수현 
SL22749,2022-09-19,2022-08-29,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL22750,2022-11-24,2022-11-05,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL22751,2021-06-13,2021-05-31,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, B사출 , 이수현 
SL22752,2022-11-30,2022-11-20,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL22753,2023-03-27,2023-03-01,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 김민지 
SL22754,2023-05-11,2022-07-06,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2022,2023,컨넥터 Ass'y, A케이블 , 김민지 
SL22755,2022-09-10,2022-08-16,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, A액정 , 김민지 
SL22756,2022-10-06,2022-09-17,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL22757,2022-06-05,2021-11-13,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, A액정 , 김민지 
SL22758,2022-09-03,2022-03-03,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2022,2022,SMPS Pcb Board, B텍 , 김민지 
SL22759,2023-03-16,2022-10-07,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2023,스위치 PCB Board Ass'y, A테크 , 김민지 
SL22760,2022-03-02,2022-01-28,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL22761,2023-05-07,2022-10-07,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22762,2022-04-30,2021-04-01,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000,2021,2022,SMPS Pcb Board, B텍 , 이수현 
SL22763,2021-08-22,2021-08-17,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, B사출 , 김민지 
SL22764,2021-11-22,2021-11-07,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, B사출 , 김민지 
SL22765,2022-08-16,2022-07-01,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, A테크 , 이수현 
SL22766,2023-04-30,2023-03-01,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2023,2023,케이스, C커버 , 김민지 
SL22767,2022-07-07,2022-06-11,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL22768,2021-07-30,2021-04-26,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL22769,2022-07-01,2022-06-05,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 이수현 
SL22770,2021-05-05,2020-03-03,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22771,2022-07-18,2021-10-05,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 이수현 
SL22772,2021-12-11,2020-11-18,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000,2020,2021,SMPS Pcb Board, B텍 , 이수현 
SL22773,2021-07-13,2021-04-20,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, A케이스 , 이수현 
SL22774,2022-08-24,2022-07-26,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL22775,2021-09-22,2020-06-17,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, C코닝 , 이수현 
SL22776,2021-05-27,2020-08-29,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, B텍 , 김민지 
SL22777,2021-10-20,2021-05-26,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2021,컨넥터 Ass'y, B통신 , 김민지 
SL22778,2022-02-19,2021-10-27,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2022,SMPS Pcb Board, B텍 , 이수현 
SL22779,2021-07-25,2021-07-13,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, A액정 , 김민지 
SL22780,2021-12-25,2021-06-07,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22781,2022-09-23,2021-07-24,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22782,2023-05-24,2023-04-26,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, B사출 , 김민지 
SL22783,2023-02-05,2022-02-10,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2023,Battery, C파워 , 김민지 
SL22784,2021-08-12,2020-11-10,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL22785,2021-12-09,2020-12-21,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2020,2021,SMPS Pcb Board, B텍 , 김민지 
SL22786,2022-10-30,2021-10-26,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, C코닝 , 김민지 
SL22787,2021-12-03,2021-11-11,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL22788,2022-07-08,2022-06-14,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL22789,2021-09-12,2021-08-19,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, B사출 , 김민지 
SL22790,2023-01-20,2021-10-24,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2023,컨넥터 Ass'y, B통신 , 이수현 
SL22791,2021-09-01,2021-02-21,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, C코닝 , 이수현 
SL22792,2021-06-02,2020-03-22,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, C커버 , 이수현 
SL22793,2022-02-20,2020-11-30,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2020,2022,Fuse, A상사 , 김민지 
SL22794,2022-09-19,2022-08-20,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL22795,2023-03-15,2022-07-16,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, C커버 , 김민지 
SL22796,2021-08-04,2021-07-07,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 이수현 
SL22797,2022-11-13,2021-11-07,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 이수현 
SL22798,2022-09-19,2022-07-28,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, A케이스 , 김민지 
SL22799,2021-06-14,2020-02-26,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, B패널 , 이수현 
