접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부
SL24962,2022-12-28,2022-11-30,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL24963,2022-10-07,2022-09-09,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL24964,2023-03-01,2023-02-21,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL24965,2023-03-22,2022-02-18,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL24966,2021-12-19,2021-12-09,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL24967,2022-02-11,2021-06-29,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL24968,2022-01-03,2021-12-16,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL24969,2022-08-12,2022-07-25,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL24970,2023-05-19,2022-08-04,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL24971,2022-09-09,2022-09-04,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL24972,2021-10-18,2020-08-17,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
SL24973,2021-11-22,2021-05-11,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL24974,2022-01-04,2020-11-28,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
SL24975,2023-03-21,2022-09-13,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL24976,2023-01-27,2022-08-18,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL24977,2022-06-01,2021-07-02,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL24978,2021-07-18,2021-05-15,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL24979,2022-01-08,2020-10-18,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL24980,2021-10-18,2021-07-18,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL24981,2023-05-05,2022-03-05,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL24982,2022-12-23,2022-06-11,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL24983,2023-04-04,2023-03-08,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL24984,2022-11-16,2022-10-25,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL24985,2023-01-18,2022-08-08,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL24986,2023-02-26,2022-10-02,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL24987,2023-01-17,2022-12-25,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL24988,2022-03-29,2021-10-26,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL24989,2022-10-27,2022-05-05,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL24990,2023-04-25,2022-12-18,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL24991,2023-05-05,2022-02-16,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL24992,2022-06-09,2022-03-29,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL24993,2022-07-01,2022-04-29,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL24994,2022-05-07,2022-04-15,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL24995,2022-03-29,2021-09-17,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL24996,2022-05-07,2021-02-23,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
SL24997,2022-12-05,2021-10-01,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
SL24998,2022-05-19,2022-05-02,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL24999,2021-11-17,2021-09-16,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25000,2021-10-27,2021-01-03,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25001,2021-05-16,2021-05-03,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25002,2022-05-29,2021-07-16,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL25003,2021-05-01,2021-02-28,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25004,2021-06-30,2020-08-15,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL25005,2023-03-29,2022-09-28,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL25006,2022-09-26,2022-08-29,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25007,2022-03-01,2022-01-01,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL25008,2023-01-08,2023-01-01,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25009,2021-11-20,2020-12-04,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25010,2022-11-19,2022-07-02,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25011,2023-02-05,2022-12-22,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL25012,2022-03-10,2021-05-27,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25013,2022-06-24,2022-05-10,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25014,2022-08-25,2022-08-14,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25015,2023-04-04,2022-07-28,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL25016,2022-11-09,2021-10-12,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25017,2023-04-27,2022-10-02,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25018,2022-10-14,2022-06-09,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
SL25019,2021-07-06,2020-08-05,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL25020,2023-04-20,2023-01-24,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25021,2022-12-01,2022-09-13,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25022,2022-09-12,2021-06-21,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25023,2022-09-06,2021-11-20,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25024,2021-11-11,2021-06-22,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25025,2022-03-01,2021-05-05,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25026,2022-06-19,2022-04-17,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25027,2022-07-07,2022-02-27,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25028,2022-07-26,2022-06-27,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL25029,2022-10-12,2022-05-06,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL25030,2023-01-15,2022-12-26,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL25031,2021-11-20,2021-03-02,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25032,2022-10-06,2022-07-13,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25033,2022-07-16,2022-06-10,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL25034,2022-12-10,2022-09-02,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25035,2022-06-10,2021-05-24,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25036,2022-05-09,2022-04-16,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25037,2022-03-29,2021-04-07,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL25038,2022-06-03,2021-12-03,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL25039,2022-08-03,2022-03-30,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25040,2022-07-14,2021-12-24,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25041,2022-10-02,2022-03-24,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL25042,2023-03-23,2022-09-25,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25043,2021-12-08,2021-06-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25044,2023-01-07,2022-05-10,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25045,2022-09-15,2021-08-11,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25046,2022-03-30,2021-01-19,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
SL25047,2022-02-20,2021-11-26,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL25048,2021-05-22,2020-06-25,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25049,2021-07-23,2021-06-08,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25050,2023-02-24,2021-12-07,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25051,2023-04-11,2023-03-24,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25052,2023-04-17,2023-03-27,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25053,2021-12-31,2021-11-11,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25054,2021-11-15,2021-02-25,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25055,2023-05-14,2022-10-11,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25056,2021-06-23,2021-05-27,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25057,2022-08-11,2021-06-29,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25058,2023-02-23,2022-02-17,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25059,2021-05-21,2021-01-22,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25060,2022-09-15,2022-01-19,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25061,2021-08-22,2021-08-14,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25062,2023-04-02,2022-02-21,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL25063,2022-12-10,2022-02-14,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25064,2022-04-01,2022-01-03,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL25065,2022-04-22,2021-09-20,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
SL25066,2022-11-16,2022-11-02,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25067,2022-06-30,2021-06-11,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25068,2022-03-11,2021-05-19,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL25069,2022-02-04,2021-08-01,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25070,2022-05-14,2022-04-24,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25071,2021-11-07,2021-02-05,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25072,2022-03-07,2021-01-23,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL25073,2022-02-13,2021-08-14,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL25074,2022-08-15,2022-01-30,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25075,2023-05-03,2022-09-25,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25076,2022-08-29,2022-03-25,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25077,2021-12-10,2021-11-15,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25078,2023-03-29,2023-03-12,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25079,2022-06-22,2022-06-02,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25080,2021-09-08,2020-09-06,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL25081,2021-08-12,2021-01-15,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25082,2022-11-29,2022-02-04,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25083,2021-06-22,2021-06-07,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25084,2023-01-07,2022-12-28,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25085,2023-03-02,2021-12-15,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25086,2022-04-27,2022-04-09,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25087,2022-11-02,2022-10-10,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25088,2022-11-23,2021-11-10,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
SL25089,2022-04-17,2022-03-27,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25090,2022-08-05,2022-04-10,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25091,2021-08-24,2021-04-04,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25092,2021-10-20,2020-09-18,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
SL25093,2022-09-03,2021-05-29,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
SL25094,2022-04-22,2022-01-28,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL25095,2022-10-08,2021-09-26,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL25096,2023-02-24,2022-09-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25097,2021-11-05,2021-10-12,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25098,2021-12-02,2021-06-21,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25099,2022-11-09,2021-11-16,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25100,2022-11-04,2021-07-22,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL25101,2022-10-09,2021-07-13,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL25102,2021-10-27,2021-10-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25103,2022-06-08,2021-06-22,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25104,2022-10-05,2022-03-21,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25105,2022-12-10,2022-03-29,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL25106,2021-10-26,2020-12-28,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25107,2023-04-08,2022-07-01,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25108,2022-07-24,2022-07-19,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
