,접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부,제조년,접수년
768,SL22328,2022-06-20,2022-06-14,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
769,SL22329,2022-04-14,2022-04-04,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
770,SL22330,2022-07-10,2022-05-29,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
771,SL22331,2021-11-23,2021-10-24,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
772,SL22332,2022-12-01,2022-04-22,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2022,2022
773,SL22333,2021-08-29,2020-12-09,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2020,2021
774,SL22334,2023-03-07,2022-06-09,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2023
775,SL22335,2021-08-06,2020-06-04,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
776,SL22336,2022-06-21,2022-06-12,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
777,SL22337,2022-02-27,2021-03-09,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2022
778,SL22338,2021-10-17,2021-08-11,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
779,SL22339,2021-10-29,2021-10-15,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
780,SL22340,2022-01-09,2021-03-14,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
781,SL22341,2023-03-29,2023-03-20,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
782,SL22342,2021-10-21,2020-12-28,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2020,2021
783,SL22343,2022-04-07,2022-04-01,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
784,SL22344,2021-06-14,2020-12-13,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2020,2021
785,SL22345,2021-10-10,2020-07-28,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2020,2021
786,SL22346,2022-12-20,2022-12-02,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
787,SL22347,2023-03-04,2022-12-14,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2023
788,SL22348,2022-12-28,2021-11-12,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022
789,SL22349,2021-07-04,2021-06-01,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021
790,SL22350,2022-11-19,2022-11-17,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
791,SL22351,2022-09-10,2022-07-16,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
792,SL22352,2022-01-23,2021-09-05,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
793,SL22353,2023-05-25,2023-05-21,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
794,SL22354,2021-12-18,2021-10-30,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021
795,SL22355,2022-12-30,2022-11-10,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022
796,SL22356,2022-08-08,2021-06-06,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022
797,SL22357,2021-11-16,2021-11-11,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
798,SL22358,2021-10-20,2021-10-14,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
799,SL22359,2022-07-01,2021-05-14,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
800,SL22360,2022-10-21,2021-11-10,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
801,SL22361,2023-04-08,2022-07-18,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2023
802,SL22362,2021-06-09,2020-05-15,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
803,SL22363,2021-11-12,2021-10-26,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
804,SL22364,2022-08-19,2021-12-27,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2022
805,SL22365,2021-10-20,2021-10-01,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
806,SL22366,2022-02-03,2020-11-27,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2022
807,SL22367,2022-07-05,2022-04-01,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
808,SL22368,2021-07-25,2021-02-28,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2021
809,SL22369,2022-08-10,2022-07-26,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
810,SL22370,2023-01-07,2022-03-11,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
811,SL22371,2023-05-05,2023-04-28,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
812,SL22372,2022-04-11,2021-06-11,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
813,SL22373,2022-09-15,2022-02-24,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022
814,SL22374,2022-01-18,2021-05-17,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
815,SL22375,2023-05-01,2023-02-21,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2023,2023
816,SL22376,2022-09-06,2021-08-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
817,SL22377,2021-08-06,2020-06-28,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021
818,SL22378,2022-02-07,2022-01-28,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
819,SL22379,2021-09-10,2020-10-06,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
820,SL22380,2022-11-04,2022-07-02,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
821,SL22381,2022-01-16,2021-12-22,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2022
822,SL22382,2022-08-28,2022-08-09,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
823,SL22383,2023-02-27,2022-10-16,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023
824,SL22384,2022-09-16,2022-09-04,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
825,SL22385,2022-04-05,2021-07-24,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2021,2022
826,SL22386,2022-03-23,2021-10-06,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
827,SL22387,2022-11-19,2022-01-10,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
828,SL22388,2021-06-09,2020-10-14,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2020,2021
829,SL22389,2022-10-03,2022-09-15,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
830,SL22390,2022-07-23,2022-02-13,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022
831,SL22391,2023-01-15,2021-11-26,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2023
832,SL22392,2022-06-20,2021-05-10,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
833,SL22393,2022-09-09,2021-12-02,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2022
834,SL22394,2022-03-05,2022-02-20,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
835,SL22395,2022-09-08,2022-07-28,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
836,SL22396,2021-06-09,2021-04-06,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2021
837,SL22397,2022-01-03,2021-12-09,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022
838,SL22398,2021-09-06,2021-08-30,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
839,SL22399,2022-11-06,2022-03-13,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022
840,SL22400,2023-03-29,2021-12-10,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2023
841,SL22401,2023-03-31,2022-06-06,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023
842,SL22402,2021-09-10,2021-06-30,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
843,SL22403,2022-09-20,2021-12-29,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2022
844,SL22404,2021-05-05,2020-11-13,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2020,2021
845,SL22405,2021-07-19,2021-07-12,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
846,SL22406,2022-08-01,2022-07-09,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
847,SL22407,2021-06-16,2020-05-18,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
848,SL22408,2022-05-17,2021-03-02,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2021,2022
849,SL22409,2022-09-15,2022-08-02,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022
850,SL22410,2023-02-22,2022-07-10,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
851,SL22411,2022-10-17,2022-10-06,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
852,SL22412,2021-09-22,2020-06-14,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
853,SL22413,2021-11-25,2021-01-04,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
854,SL22414,2022-07-18,2021-09-28,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2021,2022
855,SL22415,2021-10-26,2021-09-29,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
856,SL22416,2022-06-24,2021-04-17,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022
857,SL22417,2023-04-28,2023-03-14,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2023,2023
858,SL22418,2023-02-17,2022-06-21,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023
859,SL22419,2021-08-01,2021-04-08,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2021,2021
860,SL22420,2022-08-25,2021-06-17,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022
861,SL22421,2022-12-08,2022-01-02,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
862,SL22422,2022-09-23,2022-07-25,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2022,2022
863,SL22423,2021-11-24,2021-06-11,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2021
864,SL22424,2021-09-19,2020-12-08,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2020,2021
865,SL22425,2023-03-01,2022-01-11,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2022,2023
866,SL22426,2022-11-06,2022-06-18,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
867,SL22427,2022-05-03,2022-04-04,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
868,SL22428,2022-08-05,2022-07-13,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
869,SL22429,2022-09-06,2022-06-12,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
870,SL22430,2022-04-10,2022-03-18,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022
871,SL22431,2023-03-01,2022-03-26,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2023
872,SL22432,2022-11-26,2022-08-07,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
873,SL22433,2022-04-17,2021-01-09,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2021,2022
874,SL22434,2021-07-23,2021-06-27,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
875,SL22435,2021-06-19,2021-05-20,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
876,SL22436,2023-03-05,2021-12-24,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2023
877,SL22437,2022-05-12,2022-01-06,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2022
878,SL22438,2023-04-09,2022-12-11,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023
879,SL22439,2021-12-29,2021-05-30,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
880,SL22440,2022-01-08,2022-01-04,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
881,SL22441,2021-05-12,2021-03-15,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2021
882,SL22442,2022-05-18,2022-05-07,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
883,SL22443,2021-12-10,2021-11-21,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
884,SL22444,2023-03-26,2023-01-11,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2023,2023
885,SL22445,2021-08-10,2021-07-13,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
886,SL22446,2021-07-05,2020-03-18,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
887,SL22447,2021-08-07,2020-04-18,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
888,SL22448,2021-06-05,2021-02-15,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
889,SL22449,2023-03-10,2023-03-07,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
890,SL22450,2022-07-21,2021-10-12,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
891,SL22451,2023-02-26,2022-12-11,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023
892,SL22452,2021-09-07,2020-05-28,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
893,SL22453,2021-05-25,2021-03-18,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2021
894,SL22454,2021-11-28,2021-03-27,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2021,2021
895,SL22455,2022-01-12,2021-11-18,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
896,SL22456,2023-01-24,2022-11-12,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2023
897,SL22457,2023-03-19,2023-03-16,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
898,SL22458,2021-12-31,2021-12-01,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
899,SL22459,2022-08-26,2022-08-12,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2022
900,SL22460,2022-09-11,2022-06-17,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2022
901,SL22461,2021-11-10,2021-08-13,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2021
902,SL22462,2022-09-01,2022-05-13,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
903,SL22463,2021-09-24,2021-09-22,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
904,SL22464,2022-04-25,2022-03-30,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
905,SL22465,2022-11-10,2022-01-13,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
